source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,distance_pc
148183866430358016,70.03893677888877,25.592118997170843,22.51817212917521,630.2613,10.089663,1.5881577,44.40857784830459
148625114192311168,64.57767812280927,22.22295850589478,33.344735784859175,315.7743,14.75681,3.6828203,29.98974130285565
151381246244472960,66.95734481654618,26.50041450991665,19.727838771061755,646.47345,15.012195,2.8907204,50.68978977397532
152008414550182784,66.37890920865455,26.291788982577813,20.054921370606905,1309.9868,10.588343,1.523901,49.86307258554651
153095487952024832,67.51191741975195,29.59005616312213,19.459818198241088,1120.4019,13.467389,2.501873,51.387941542557
153688738899158528,74.57897023793055,26.09486613503308,23.17295543733428,1102.0244,8.3414755,0.8968668,43.153753206157106
156195801503574016,78.24321112155036,30.335018114543185,16.628324129662587,38.086853,19.270752,,60.13835141787625
157350701032081792,75.17466899573452,30.89648543042039,20.608657859489973,1288.3247,10.415169,1.4858932,48.52329573415258
159010516911729536,69.85092477386308,30.352568511377207,23.06223480798919,1037.4349,11.196349,1.8680277,43.36093220478274
160221315437314560,72.75712870519247,31.45637056239406,48.815462171737465,2221.799,11.802982,2.6513557,20.485312552852708
162484320823473408,60.9640721298011,25.768951650203068,24.61512972999462,853.0199,12.376777,2.3964796,40.625420664813966
163267138742006912,60.783910736517896,26.267793818833105,27.64616713283632,199.03098,17.460028,4.6435757,36.171379388510786
166898069733884544,59.64387653455111,28.90151264619867,16.417636031860653,632.73145,14.212433,2.623848,60.910108986419495
168093273233189760,57.470834481419175,30.146900130325403,32.41770633650331,874.84784,14.690931,2.9873714,30.84733971058187
168422783123428352,58.82820081376225,30.89475740814186,22.927063139645227,662.046,15.345605,3.2228642,43.61657635385541
168774798644094592,59.13856782890054,31.956605800940338,20.834982327310296,796.06415,12.718666,2.726036,47.996201018572954
169330739212123776,61.57369656505724,31.755674264456378,22.84744855987049,961.4993,13.401302,2.7704659,43.76856336406907
170639948323693952,62.15864195363978,33.63759679656128,71.82205959553683,3799.1125,9.371755,2.0698729,13.923298853186077
172764548382396032,65.90709745943485,33.38880894465811,19.67193787516159,734.53986,14.577079,2.6065397,50.833832759437065
175511025349992960,70.55632527802473,37.51512707935157,16.850645278821542,331.01437,8.215607,0.74896765,59.34490836720856
177700805837431296,63.44403337925242,37.15143738707387,51.90718575840652,227.06465,18.594452,4.069767,19.26515539976172
178966717379839872,68.31793392817413,39.35025354161021,19.34895337399423,134.95216,17.70719,4.191128,51.68238202196714
182461725544178816,82.00420343124986,33.759962661953935,29.24462339038489,976.77313,14.260258,2.9490967,34.19431964129113
183406927588424576,82.81221796652044,36.18679938064359,20.09242701006364,79.65681,16.311516,2.3369427,49.769995406683954
183958744986136832,80.23857079869516,36.061281135383446,16.95227781235871,872.3454,9.769421,1.1105852,58.98912294081038
185127594565524352,76.05358671435424,34.92795420386684,19.25985970274848,1153.9156,10.931415,1.5464506,51.92145817434459
187330225592045824,78.72795044040619,37.50520703220354,18.967742708379863,207.08311,17.396095,0.7399311,52.72108628709965
187372110114689920,79.1781777584392,37.99012482192076,19.15334565826894,10.375102,20.295317,1.5682812,52.21019960908381
188998803205463424,77.74851900825952,40.655097383552125,17.78968881239659,379.71503,16.061026,3.082672,56.21233797542083
190802650815160960,82.60811631040099,39.65421646754864,29.530465867327926,385.6855,16.972769,0.93076706,33.863333023350144
191651203208645760,87.86227936649189,40.36301664143569,21.01368779543885,116.909775,18.323961,4.477461,47.588029751591534
197170820301998336,85.24808772918763,44.85060389810293,20.931807337905028,1083.5353,11.8873625,2.0364056,47.77418327318149
198464052134353536,72.24090793452535,36.80483497111108,41.54345439981329,471.08096,14.380431,3.6320324,24.071180753916657
199189317490371456,75.07490083145798,39.39496608984535,18.023457085261786,539.61896,9.358761,0.9787426,55.48325136900201
201180906712791808,78.51402492503672,42.055612189609306,17.968614920458037,846.1076,14.074487,2.6043663,55.65259227974535
204001914247731328,69.43200138786835,41.61068016605616,24.450842778654884,1110.7827,8.146327,0.92239,40.898385755152
756571374829440,47.29336525491694,2.2690520361871958,26.10426721444276,276.25717,16.616676,3.9183216,38.30791310038107
6475887265076992,41.46954470989804,5.4898923670308335,16.756845609693364,720.0163,12.582551,2.3378553,59.67710291616747
6478258086581760,41.56069906765527,5.592245672877755,17.431511511883574,192.57422,12.823698,,57.367371688810266
9178383766474496,51.42515428604668,5.863377050501083,39.77317495609276,1333.3519,13.900986,3.1676884,25.142574137064518
10584899656489600,49.36045108722939,7.655137630235867,21.351315962028497,224.13058,12.036097,,46.83552066666125
10584899657116672,49.3606888568276,7.655782956901497,21.272281275292496,1013.6723,7.2656646,0.7142348,47.00953259589926
